id,word,meaning,zhuyinText,zhuyinCharsJson,partOfSpeech,sourceCategory,appCategory,appCategoryZh,difficulty,level,stageId,sentence,emoji,enabledFor,spellingEnabledFor,source,notes
time_easy_early_001,early,早到（的）,ㄉㄜ  ,"[{""char"": ""早"", ""ruby"": ""ㄉㄜ""}, {""char"": ""到"", ""ruby"": """"}, {""char"": ""的"", ""ruby"": """"}]","形容詞, 副詞",時間,time,時間,easy,1,time_easy,"I know the word ""early"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
holidays_easy_easter_001,Easter,復活節,  ,"[{""char"": ""復"", ""ruby"": """"}, {""char"": ""活"", ""ruby"": """"}, {""char"": ""節"", ""ruby"": """"}]",名詞,節日/節慶,holidays,節日,easy,1,holidays_easy,"I know the word ""Easter"".",🎉,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
others_easy_easy_001,easy,簡單的,ㄐㄧㄢˇ ㄉㄢ ㄉㄜ,"[{""char"": ""簡"", ""ruby"": ""ㄐㄧㄢˇ""}, {""char"": ""單"", ""ruby"": ""ㄉㄢ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,easy,1,others_easy,"I know the word ""easy"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_easy_eat_001,eat,吃,ㄔ,"[{""char"": ""吃"", ""ruby"": ""ㄔ""}]",動詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""eat"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_easy_egg_001,egg,蛋,ㄉㄢˋ,"[{""char"": ""蛋"", ""ruby"": ""ㄉㄢˋ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""egg"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_medium_eight_001,eight,八,ㄅㄚ,"[{""char"": ""八"", ""ruby"": ""ㄅㄚ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""eight"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_hard_eighteen_001,eighteen,十八,ㄕˊ ㄅㄚ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""八"", ""ruby"": ""ㄅㄚ""}]",數字,數字,numbers,數字,hard,3,numbers_hard,"I know the word ""eighteen"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_medium_eighty_001,eighty,八十,ㄅㄚ ㄕˊ,"[{""char"": ""八"", ""ruby"": ""ㄅㄚ""}, {""char"": ""十"", ""ruby"": ""ㄕˊ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""eighty"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
animals_hard_elephant_001,elephant,大象,ㄉㄚˋ ㄒㄧㄤˋ,"[{""char"": ""大"", ""ruby"": ""ㄉㄚˋ""}, {""char"": ""象"", ""ruby"": ""ㄒㄧㄤˋ""}]",名詞,動物/昆蟲,animals,動物,hard,3,animals_hard,"I know the word ""elephant"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_medium_eleven_001,eleven,十一,ㄕˊ ㄧ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""eleven"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_medium_email_001,email,電子郵件,ㄉㄧㄢˋ ㄗˇ ㄧㄡˊ ㄐㄧㄢˋ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}, {""char"": ""郵"", ""ruby"": ""ㄧㄡˊ""}, {""char"": ""件"", ""ruby"": ""ㄐㄧㄢˋ""}]",名詞,其他名詞,others,其他,medium,2,others_medium,"I know the word ""email"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_hard_english_001,English,英文,ㄧㄥ ㄨㄣˊ,"[{""char"": ""英"", ""ruby"": ""ㄧㄥ""}, {""char"": ""文"", ""ruby"": ""ㄨㄣˊ""}]",名詞,學校,school,學校,hard,3,school_hard,"I know the word ""English"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_enjoy_001,enjoy,享受、喜歡,ㄒㄧㄤˇ ㄕㄡˋ ㄒㄧˇ ㄏㄨㄢ,"[{""char"": ""享"", ""ruby"": ""ㄒㄧㄤˇ""}, {""char"": ""受"", ""ruby"": ""ㄕㄡˋ""}, {""char"": ""喜"", ""ruby"": ""ㄒㄧˇ""}, {""char"": ""歡"", ""ruby"": ""ㄏㄨㄢ""}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""enjoy"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_medium_eraser_001,eraser,橡皮擦,  ,"[{""char"": ""橡"", ""ruby"": """"}, {""char"": ""皮"", ""ruby"": """"}, {""char"": ""擦"", ""ruby"": """"}]",名詞,學校,school,學校,medium,2,school_medium,"I know the word ""eraser"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
time_hard_evening_001,evening,傍晚,ㄅㄤˋ ㄨㄢˇ,"[{""char"": ""傍"", ""ruby"": ""ㄅㄤˋ""}, {""char"": ""晚"", ""ruby"": ""ㄨㄢˇ""}]",名詞,時間,time,時間,hard,3,time_hard,"I know the word ""evening"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
determiners_hard_every_001,every,每一個,ㄇㄟˇ ㄧ ㄍㄜˋ,"[{""char"": ""每"", ""ruby"": ""ㄇㄟˇ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""個"", ""ruby"": ""ㄍㄜˋ""}]",限定詞,冠詞/限定詞,determiners,冠詞/限定詞,hard,3,determiners_hard,"I know the word ""every"".",🔤,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
traits_hard_excited_001,excited,覺得興奮的,ㄐㄩㄝˊ ㄉㄜˊ ㄒㄧㄥˋ ㄈㄣˋ ㄉㄜ,"[{""char"": ""覺"", ""ruby"": ""ㄐㄩㄝˊ""}, {""char"": ""得"", ""ruby"": ""ㄉㄜˊ""}, {""char"": ""興"", ""ruby"": ""ㄒㄧㄥˋ""}, {""char"": ""奮"", ""ruby"": ""ㄈㄣˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,hard,3,traits_hard,"I know the word ""excited"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
traits_hard_exciting_001,exciting,令人興奮的,ㄌㄧㄥˋ ㄖㄣˊ ㄒㄧㄥˋ ㄈㄣˋ ㄉㄜ,"[{""char"": ""令"", ""ruby"": ""ㄌㄧㄥˋ""}, {""char"": ""人"", ""ruby"": ""ㄖㄣˊ""}, {""char"": ""興"", ""ruby"": ""ㄒㄧㄥˋ""}, {""char"": ""奮"", ""ruby"": ""ㄈㄣˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,hard,3,traits_hard,"I know the word ""exciting"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
interjections_hard_excuse_me_001,excuse me,不好意思、對不起,ㄅㄨˋ ㄏㄠˇ ㄧˋ ㄙ ㄉㄨㄟˋ ㄅㄨˋ ㄑㄧˇ,"[{""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""好"", ""ruby"": ""ㄏㄠˇ""}, {""char"": ""意"", ""ruby"": ""ㄧˋ""}, {""char"": ""思"", ""ruby"": ""ㄙ""}, {""char"": ""對"", ""ruby"": ""ㄉㄨㄟˋ""}, {""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""起"", ""ruby"": ""ㄑㄧˇ""}]",感嘆詞,感嘆詞,interjections,感嘆詞,hard,3,interjections_hard,"I know the word ""excuse me"".",💬,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
body_easy_eye_001,eye,眼睛, ,"[{""char"": ""眼"", ""ruby"": """"}, {""char"": ""睛"", ""ruby"": """"}]",名詞,身體部位,body,身體部位,easy,1,body_easy,"I know the word ""eye"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
body_medium_face_001,face,臉,ㄌㄧㄢˇ,"[{""char"": ""臉"", ""ruby"": ""ㄌㄧㄢˇ""}]",名詞,身體部位,body,身體部位,medium,2,body_medium,"I know the word ""face"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_fall_001,fall,掉落,ㄉㄧㄠˋ ㄌㄨㄛˋ,"[{""char"": ""掉"", ""ruby"": ""ㄉㄧㄠˋ""}, {""char"": ""落"", ""ruby"": ""ㄌㄨㄛˋ""}]",動詞,其他動詞,others,其他,easy,1,others_easy,"I know the word ""fall"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_easy_fall_001,fall,秋天,ㄑㄧㄡ ㄊㄧㄢ,"[{""char"": ""秋"", ""ruby"": ""ㄑㄧㄡ""}, {""char"": ""天"", ""ruby"": ""ㄊㄧㄢ""}]",名詞,時間,time,時間,easy,1,time_easy,"I know the word ""fall"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
family_medium_family_001,family,家庭、家人,ㄐㄧㄚ ㄊㄧㄥˊ ㄐㄧㄚ ㄖㄣˊ,"[{""char"": ""家"", ""ruby"": ""ㄐㄧㄚ""}, {""char"": ""庭"", ""ruby"": ""ㄊㄧㄥˊ""}, {""char"": ""家"", ""ruby"": ""ㄐㄧㄚ""}, {""char"": ""人"", ""ruby"": ""ㄖㄣˊ""}]",名詞,家庭,family,家庭,medium,2,family_medium,"I know the word ""family"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_easy_fan_001,fan,電扇,ㄉㄧㄢˋ ㄕㄢˋ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""扇"", ""ruby"": ""ㄕㄢˋ""}]",名詞,房子/公寓,home,家與房間,easy,1,home_easy,"I know the word ""fan"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
jobs_medium_farmer_001,farmer,農夫,ㄋㄨㄥˊ ㄈㄨ,"[{""char"": ""農"", ""ruby"": ""ㄋㄨㄥˊ""}, {""char"": ""夫"", ""ruby"": ""ㄈㄨ""}]",名詞,工作,jobs,工作,medium,2,jobs_medium,"I know the word ""farmer"".",👩‍⚕️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
transportation_easy_fast_001,fast,快速的（地）,ㄎㄨㄞˋ ㄙㄨˋ ㄉㄜ ㄉㄜ,"[{""char"": ""快"", ""ruby"": ""ㄎㄨㄞˋ""}, {""char"": ""速"", ""ruby"": ""ㄙㄨˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}, {""char"": ""地"", ""ruby"": ""ㄉㄜ""}]","形容詞, 副詞",運輸,transportation,交通,easy,1,transportation_easy,"I know the word ""fast"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
family_medium_father_001,father,爸爸 (= dad; daddy), ,"[{""char"": ""爸"", ""ruby"": """"}, {""char"": ""爸"", ""ruby"": """"}]",名詞,家庭,family,家庭,medium,2,family_medium,"I know the word ""father"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
others_hard_favorite_001,favorite,最喜歡的,ㄗㄨㄟˋ ㄒㄧˇ ㄏㄨㄢ ㄉㄜ,"[{""char"": ""最"", ""ruby"": ""ㄗㄨㄟˋ""}, {""char"": ""喜"", ""ruby"": ""ㄒㄧˇ""}, {""char"": ""歡"", ""ruby"": ""ㄏㄨㄢ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,hard,3,others_hard,"I know the word ""favorite"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_hard_february_001,February,二月,ㄦˋ ㄩㄝˋ,"[{""char"": ""二"", ""ruby"": ""ㄦˋ""}, {""char"": ""月"", ""ruby"": ""ㄩㄝˋ""}]",名詞,時間,time,時間,hard,3,time_hard,"I know the word ""February"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_feel_001,feel,感受、感覺,ㄍㄢˇ ㄕㄡˋ ㄍㄢˇ ㄐㄩㄝˊ,"[{""char"": ""感"", ""ruby"": ""ㄍㄢˇ""}, {""char"": ""受"", ""ruby"": ""ㄕㄡˋ""}, {""char"": ""感"", ""ruby"": ""ㄍㄢˇ""}, {""char"": ""覺"", ""ruby"": ""ㄐㄩㄝˊ""}]",動詞,其他動詞,others,其他,easy,1,others_easy,"I know the word ""feel"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
body_medium_feet_001,feet,腳 (複數),ㄐㄧㄠˇ ㄈㄨˋ ㄕㄨˋ,"[{""char"": ""腳"", ""ruby"": ""ㄐㄧㄠˇ""}, {""char"": ""複"", ""ruby"": ""ㄈㄨˋ""}, {""char"": ""數"", ""ruby"": ""ㄕㄨˋ""}]",名詞,身體部位,body,身體部位,medium,2,body_medium,"I know the word ""feet"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_hard_fifteen_001,fifteen,十五,ㄕˊ ㄨˇ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""五"", ""ruby"": ""ㄨˇ""}]",數字,數字,numbers,數字,hard,3,numbers_hard,"I know the word ""fifteen"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_medium_fifty_001,fifty,五十,ㄨˇ ㄕˊ,"[{""char"": ""五"", ""ruby"": ""ㄨˇ""}, {""char"": ""十"", ""ruby"": ""ㄕˊ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""fifty"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_find_001,find,找,ㄓㄠˇ,"[{""char"": ""找"", ""ruby"": ""ㄓㄠˇ""}]",動詞,其他動詞,others,其他,easy,1,others_easy,"I know the word ""find"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_fine_001,fine,很好的、很不錯的,ㄏㄣˇ ㄏㄠˇ ㄉㄜ ㄏㄣˇ ㄅㄨˋ ㄘㄨㄛˋ ㄉㄜ,"[{""char"": ""很"", ""ruby"": ""ㄏㄣˇ""}, {""char"": ""好"", ""ruby"": ""ㄏㄠˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}, {""char"": ""很"", ""ruby"": ""ㄏㄣˇ""}, {""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""錯"", ""ruby"": ""ㄘㄨㄛˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,easy,1,others_easy,"I know the word ""fine"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
places_hard_fire_station_001,fire station,消防站,ㄒㄧㄠ ㄈㄤˊ ㄓㄢˋ,"[{""char"": ""消"", ""ruby"": ""ㄒㄧㄠ""}, {""char"": ""防"", ""ruby"": ""ㄈㄤˊ""}, {""char"": ""站"", ""ruby"": ""ㄓㄢˋ""}]",名詞,地點/方位,places,地點/方位,hard,3,places_hard,"I know the word ""fire station"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
numbers_medium_first_001,first,第一,ㄧ ,"[{""char"": ""第"", ""ruby"": ""ㄧ""}, {""char"": ""一"", ""ruby"": """"}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""first"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
hobbies_easy_fish_001,fish,釣魚,ㄉㄧㄠˋ ㄩˊ,"[{""char"": ""釣"", ""ruby"": ""ㄉㄧㄠˋ""}, {""char"": ""魚"", ""ruby"": ""ㄩˊ""}]",動詞,運動/興趣/嗜好,hobbies,運動/興趣,easy,1,hobbies_easy,"I know the word ""fish"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_easy_fish_001,fish,魚肉,ㄩˊ ㄖㄡˋ,"[{""char"": ""魚"", ""ruby"": ""ㄩˊ""}, {""char"": ""肉"", ""ruby"": ""ㄖㄡˋ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""fish"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
animals_easy_fish_001,fish,魚,ㄩˊ,"[{""char"": ""魚"", ""ruby"": ""ㄩˊ""}]",名詞,動物/昆蟲,animals,動物,easy,1,animals_easy,"I know the word ""fish"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_easy_five_001,five,五,ㄨˇ,"[{""char"": ""五"", ""ruby"": ""ㄨˇ""}]",數字,數字,numbers,數字,easy,1,numbers_easy,"I know the word ""five"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_medium_floor_001,floor,地板,ㄉㄜ ㄅㄢˇ,"[{""char"": ""地"", ""ruby"": ""ㄉㄜ""}, {""char"": ""板"", ""ruby"": ""ㄅㄢˇ""}]",名詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""floor"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_hard_flower_001,flower,花,ㄏㄨㄚ,"[{""char"": ""花"", ""ruby"": ""ㄏㄨㄚ""}]",名詞,其他名詞,others,其他,hard,3,others_hard,"I know the word ""flower"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
transportation_easy_fly_001,fly,飛、飛行,ㄈㄟ ㄈㄟ ㄒㄧㄥˊ,"[{""char"": ""飛"", ""ruby"": ""ㄈㄟ""}, {""char"": ""飛"", ""ruby"": ""ㄈㄟ""}, {""char"": ""行"", ""ruby"": ""ㄒㄧㄥˊ""}]",動詞,運輸,transportation,交通,easy,1,transportation_easy,"I know the word ""fly"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_easy_food_001,food,食物,ㄕˊ ㄨˋ,"[{""char"": ""食"", ""ruby"": ""ㄕˊ""}, {""char"": ""物"", ""ruby"": ""ㄨˋ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""food"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
body_medium_foot_001,foot,腳,ㄐㄧㄠˇ,"[{""char"": ""腳"", ""ruby"": ""ㄐㄧㄠˇ""}]",名詞,身體部位,body,身體部位,medium,2,body_medium,"I know the word ""foot"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
hobbies_hard_football_001,football,足球 (UK; 英式英語),ㄗㄨˊ ㄑㄧㄡˊ ㄧㄥ ㄕˋ ㄧㄥ ㄩˇ,"[{""char"": ""足"", ""ruby"": ""ㄗㄨˊ""}, {""char"": ""球"", ""ruby"": ""ㄑㄧㄡˊ""}, {""char"": ""英"", ""ruby"": ""ㄧㄥ""}, {""char"": ""式"", ""ruby"": ""ㄕˋ""}, {""char"": ""英"", ""ruby"": ""ㄧㄥ""}, {""char"": ""語"", ""ruby"": ""ㄩˇ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,hard,3,hobbies_hard,"I know the word ""football"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_easy_for_001,for,給、為了(某人、物),ㄍㄟˇ ㄖㄣˊ    ,"[{""char"": ""給"", ""ruby"": ""ㄍㄟˇ""}, {""char"": ""為"", ""ruby"": ""ㄖㄣˊ""}, {""char"": ""了"", ""ruby"": """"}, {""char"": ""某"", ""ruby"": """"}, {""char"": ""人"", ""ruby"": """"}, {""char"": ""物"", ""ruby"": """"}]",介系詞,介系詞,prepositions,介系詞,easy,1,prepositions_easy,"I know the word ""for"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
tableware_easy_fork_001,fork,叉子,ㄔㄚ ㄗˇ,"[{""char"": ""叉"", ""ruby"": ""ㄔㄚ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,餐具,tableware,餐具,easy,1,tableware_easy,"I know the word ""fork"".",🍽️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_medium_forty_001,forty,四十,ㄙˋ ㄕˊ,"[{""char"": ""四"", ""ruby"": ""ㄙˋ""}, {""char"": ""十"", ""ruby"": ""ㄕˊ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""forty"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_easy_four_001,four,四,ㄙˋ,"[{""char"": ""四"", ""ruby"": ""ㄙˋ""}]",數字,數字,numbers,數字,easy,1,numbers_easy,"I know the word ""four"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_hard_fourteen_001,fourteen,十四,ㄕˊ ㄙˋ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""四"", ""ruby"": ""ㄙˋ""}]",數字,數字,numbers,數字,hard,3,numbers_hard,"I know the word ""fourteen"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
money_easy_free_001,free,免費的,ㄇㄧㄢˇ ㄈㄟˋ ㄉㄜ,"[{""char"": ""免"", ""ruby"": ""ㄇㄧㄢˇ""}, {""char"": ""費"", ""ruby"": ""ㄈㄟˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,金錢,money,金錢,easy,1,money_easy,"I know the word ""free"".",💰,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_hard_french_fries_001,French fries,薯條,ㄕㄨˇ ㄊㄧㄠˊ,"[{""char"": ""薯"", ""ruby"": ""ㄕㄨˇ""}, {""char"": ""條"", ""ruby"": ""ㄊㄧㄠˊ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""French fries"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
time_medium_friday_001,Friday,星期五,ㄒㄧㄥ ㄑㄧ ㄨˇ,"[{""char"": ""星"", ""ruby"": ""ㄒㄧㄥ""}, {""char"": ""期"", ""ruby"": ""ㄑㄧ""}, {""char"": ""五"", ""ruby"": ""ㄨˇ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""Friday"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
home_medium_fridge_001,fridge,電冰箱 (= refrigerator),ㄉㄧㄢˋ ㄅㄧㄥ ㄒㄧㄤ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""冰"", ""ruby"": ""ㄅㄧㄥ""}, {""char"": ""箱"", ""ruby"": ""ㄒㄧㄤ""}]",名詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""fridge"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
school_medium_friend_001,friend,朋友,ㄆㄥˊ ㄧㄡˇ,"[{""char"": ""朋"", ""ruby"": ""ㄆㄥˊ""}, {""char"": ""友"", ""ruby"": ""ㄧㄡˇ""}]",名詞,學校,school,學校,medium,2,school_medium,"I know the word ""friend"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
animals_medium_frog_001,frog,青蛙,ㄑㄧㄥ ㄨㄚ,"[{""char"": ""青"", ""ruby"": ""ㄑㄧㄥ""}, {""char"": ""蛙"", ""ruby"": ""ㄨㄚ""}]",名詞,動物/昆蟲,animals,動物,medium,2,animals_medium,"I know the word ""frog"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
prepositions_medium_from_001,from,從(某處)/(某時刻)/(某人),ㄘㄨㄥˊ ㄇㄡˇ ㄔㄨˋ ㄇㄡˇ ㄕˊ ㄎㄜˋ ㄇㄡˇ ㄖㄣˊ,"[{""char"": ""從"", ""ruby"": ""ㄘㄨㄥˊ""}, {""char"": ""某"", ""ruby"": ""ㄇㄡˇ""}, {""char"": ""處"", ""ruby"": ""ㄔㄨˋ""}, {""char"": ""某"", ""ruby"": ""ㄇㄡˇ""}, {""char"": ""時"", ""ruby"": ""ㄕˊ""}, {""char"": ""刻"", ""ruby"": ""ㄎㄜˋ""}, {""char"": ""某"", ""ruby"": ""ㄇㄡˇ""}, {""char"": ""人"", ""ruby"": ""ㄖㄣˊ""}]",介系詞,介系詞,prepositions,介系詞,medium,2,prepositions_medium,"I know the word ""from"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_medium_fruit_001,fruit,水果,ㄕㄨㄟˇ ㄍㄨㄛˇ,"[{""char"": ""水"", ""ruby"": ""ㄕㄨㄟˇ""}, {""char"": ""果"", ""ruby"": ""ㄍㄨㄛˇ""}]",名詞,食物/飲料,foods,食物/飲料,medium,2,foods_medium,"I know the word ""fruit"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_easy_full_001,full,飽的,ㄅㄠˇ ㄉㄜ,"[{""char"": ""飽"", ""ruby"": ""ㄅㄠˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""full"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_fun_001,fun,有趣的,ㄧㄡˇ ㄑㄩˋ ㄉㄜ,"[{""char"": ""有"", ""ruby"": ""ㄧㄡˇ""}, {""char"": ""趣"", ""ruby"": ""ㄑㄩˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,easy,1,others_easy,"I know the word ""fun"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_fun_002,fun,樂趣,ㄌㄜˋ ㄑㄩˋ,"[{""char"": ""樂"", ""ruby"": ""ㄌㄜˋ""}, {""char"": ""趣"", ""ruby"": ""ㄑㄩˋ""}]",名詞,其他名詞,others,其他,easy,1,others_easy,"I know the word ""fun"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
hobbies_easy_game_001,game,遊戲、比賽,ㄧㄡˊ ㄒㄧˋ ㄅㄧˇ ㄙㄞˋ,"[{""char"": ""遊"", ""ruby"": ""ㄧㄡˊ""}, {""char"": ""戲"", ""ruby"": ""ㄒㄧˋ""}, {""char"": ""比"", ""ruby"": ""ㄅㄧˇ""}, {""char"": ""賽"", ""ruby"": ""ㄙㄞˋ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,easy,1,hobbies_easy,"I know the word ""game"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
